channel,id,datetime,text,Suggestivität,Absolutheitsanspruch und Umgang mit Quellen,Emotionalität,Auffälligkeit der Argumentation,Komplexitätsreduktion,Entfernung von Wirklichkeit,Gesamtschwurbeligkeit
q_anonymous_kanal_deutschland,3650,2020-01-01T23:32:26Z,"🆔Nubi https://t.me/Info_Gold ¯\_(ツ)_/¯:

❄❄#OpSafeWinter 2019/2020❄❄

Hallo liebe Leute,

Die Temperaturen sinken immer weiter Richtung Nullpunkt.

Was die einen freut, da sie es sich in einem warmen Zuhause gemütlich machen können, ist für die anderen der Beginn für einen bitteren Überlebenskampf auf der Straße.

Und es kann jeden treffen, es genügt nur ein Schicksalsschlag, schon kann man auf der Straße landen.

Viele, die in den Großstädten leben, haben sogar eine Arbeit, aber aufgrund von den hohen Mietpreisen, sind Sie gezwungen auf der Straße zu leben.

Lasst uns denen helfen, denen es nicht so gut geht ❄

💥 Was ihr machen könnt? 💥

❄Sachspenden❄

Angeheftet haben wir unseren unseren Spendenaufruf, wir benötigen diesesmal wieder ganz viele Sachen, die wir 1 zu 1 in ganz Deutschland, Schweiz, Österreich und Italien. Schreibt uns eine Nachricht unter:

Fb: @StreetOpsAktivismus

Tg: @StreetOps

E-mail: Streetopsaktivismus@yahoo.com

Sortiert eure Klamotten aus, und schickt sie uns zu. Oft können wir es auch direkt abholen.

Nur durch eure Unterstützung, kann dieses Projekt überhaupt laufen

❄ Aktionen ❄

Bald starten unsere Aktionen in vielen verschiedenen Städten. Wir wären dankbar, wenn wir auch aktive Hilfe bekommen, umso mehr Hände, umso mehr Menschen können wir helfen.

In unseren Aktionen verteilen wir Sachspenden, Warmes Essen und trinken und nehmen uns viel Zeit für die Menschen, die von der Gesellschaft nicht gesehen werden.

❄ Broschüre ❄

Zusätzlich haben wir seit letztes Jahr eine Broschüre erstellt, die viel wichtiges rund um das Thema Obdachlosigkeit im Winter beinhaltet, auch Notfallnummern sind enthalten.

Ladet es euch runter, druckt sie aus und verteilt sie:

https://www.yumpu.com/s/iKUwcZyEo7ulgTPa

❄ Notfall Bus ❄

Wir werden selbst auch dieses Jahr ein oder zwei Tage einen Notfall Bus machen. Infos dazu folgen.

❄ Selbst Aktion ❄

Jeder kann hier auch selbst was machen, nehmt euch einen warmen Tee und Suppe mit, notfalldecken oder warme klamotten und verteilt Sie bei den Obdachlosen in deiner Stadt.

Halten wir alle zusammen und zeigen wir diesesmal umso stärker, das Menschlichkeit und Hilfsbereitschaft auch in der kalten Jahreszeit existiert.

❤ Setzen wir ein Zeichen ❤

Kältebusse gibt es bereits in vielen deutschen Städten. Nachfolgend finden Sie eine nicht abschließende Auswahl an Orten, in denen sie den Obdachlosen verschiedene Hilfsangebote unterbreiten. (Stand: 02/2018)

Berlin: Die Berliner Stadtmission fährt im Winter von 21 bis 3 Uhr. Zu erreichen ist sie unter 0178 5235838. Zudem ist das Deutsche Rote Kreuz ist mit dem Kältebus von 18 bis 24 Uhr in Berlin unterwegs. Die Telefonnummer ist die 0170 9100042.

Bielefeld: In Bielefeld gibt es ein Kältemobil der Heilsarmee Bielefeld, die im Notfall unter der Nummer 0177 6777177 erreichbar sind.

Bremen: In Bremen fährt ein Kältebus der Johanniter. Eine Auskunft erhalten Sie unter der Rufnummer des bundesweiten Servicetelefons: 0800 3233800

Dresden: Warme Kleidung und Essen finden Obdachlose in Dresden im Sozialbus der Treberhilfe: 0351 8036581.

Düsseldorf: Unter dem Namen „Gute Nacht Bus“ ist ein Kältebus von Montag bis Donnerstag zwischen 22 und 0.30 Uhr in Düsseldorf unterwegs. Sie erreichen ihn unter der Telefonnummer 01578 3505152.

Frankfurt: Unter 069 431414 erreichen Sie in Frankfurt am Main einen Kältebus, der Obdachlose abholt und in ein Übernachtungsheim fährt.

Hannover: Das Diakonische Werk in Hannover hat einen Anrufbeantworter eingerichtet, wo sie Betroffene melden können: 0511 9904015.

Köln: In Köln erreichen Sie den Kältebus unter den Nummern der Notfall-Telefone 0221 25974844 oder 0176 24071312.

Krefeld: In Krefeld fährt der Kältebus im Winter zwischen 18 und 23 Uhr. Erreichbar ist er unter der Nummer 0163 1452811.

Mainz: Sie benötigen im Winter einen Kältebus in Mainz? Unter 0172 6128282 erreichen Sie rund um die Uhr jemanden.

Mannheim: Der Kältebus in Mannheim hat die Telefonnummer 0621 2933426.

München: Der Münchener Kältebus ist zwischen 9 und 24 Uhr erreichbar unter der Nummer 0800 1232321.

Oldenburg: In Olde",1.3333333333333333,1,2.6666666666666665,2,1.3333333333333333,1,1
evahermanoffiziell,3308,2020-01-02T05:57:41Z,"Für die Europäische Union ist die Zeit gekommen, Gewalt anzuwenden ""Der Grundslogan dieser Ideologie besagt, dass der ""Universalismus"" nicht länger als Gleichheit aller vor dem Gesetz verstanden werden darf, unabhängig von Herkunft, Reichtum und Religion, sondern als die Gleichbehandlung, die jeder in jedem Land genießen kann, in dem er sich aufhält. Unter diesem Gesichtspunkt ist der wahre Feind nicht mehr die Unordnung und Unsicherheit, die der jeweilige Staat erzeugt, sondern die Staaten, die uns schützen sollen und die missbräuchlich Unterschiede zwischen uns gemäß unseren Nationalitäten schaffen; ausgezeichnete Doktrin für einen supranationalen Staat! (Der US-Bundesstaat, dann der europäische Bundesstaat).

- Auf soziologischer Ebene unterstützt diese Ideologie wahllos alle Formen von Migration (weil sie gestattet, die Grenzen zwischen den Menschen zu beseitigen) und jegliche Geschlechtsverwirrung (weil sie gestattet, die auf körperlichen Unterschieden beruhende Ungleichheiten zu beseitigen).
- Wirtschaftlich setzt sie sich für den freien Kapitalverkehr ein (der von den Staaten nicht behindert werden kann) und die Globalisierung des Handels (weil er die Menschen durch den Handel verbindet).
- Auf militärischer Ebene unterstützt sie die Einmischung der ""internationalen Gemeinschaft"" in ""nicht-globalisierte Staaten"" (weil sie gegen die Neue Ordnung resistent sind) und den Einsatz nichtstaatlicher Streitkräfte (da manche Staaten verschwinden müssen).
- Politisch unterstützt sie jede globale Sache wie den Kampf gegen die menschliche Verantwortung bei der globalen Klima-Erwärmung. Letztlich lehnt sie das Völkerrecht ab (d. h. das zwischen den Nationen vereinbarte) um es durch ein globales Gesetz (d. h. das allen auferlegt wird) zu ersetzen"".",3,3.6666666666666665,1.6666666666666667,3.3333333333333335,4,3.6666666666666665,3.6666666666666665
unblogd,1031,2020-01-02T09:04:42Z,"Nachtrag zum #YouTubeStreik 

Die Aktion war ein voller Erfolg und hat sogar unpolitische Menschen zum Nachdenken & Handeln angeregt! 

Hier ein Telegram Kommentar (danke dafür!):

""Witzigerweise bin ich erst durch den YouTube Streik auf dich aufmerksam geworden.

Vorher warst du mir noch nicht bekannt, hab's erst über Chris Ares mitbekommen und mir dann deine Seite angeschaut.

Bislang war ich politisch auch mehr neutral eingestellt, habe mich zwar schon mit den Meinungen identifizieren können, war aber immer skeptisch, denn man lernt ja von klein auf das rechts schlecht ist.

Doch nachdem die Regierung jetzt politisch Andersdenkende in die Rechte Ecke drängt, die ich weder als rassistisch noch Als böse Menschen einordnen kann, habe ich dadurch erst angefangen eure Seiten zu liken mir eure Beiträge gründlich anzuschauen mich politisch weiter zu bilden und mir eine eigene Meinung über Menschen wie dich , never forget Nicki , Chris Ares... zu machen.

Und ich muss sagen bei euch fühle ich mich genau richtig . Ihr seid ehrlich , standhaft , authentisch und habt das Herz am rechten Fleck.""",2.6666666666666665,3.3333333333333335,2.3333333333333335,2.1666666666666665,3.6666666666666665,2.3333333333333335,3.1666666666666665
kulturstudio,2872,2020-01-02T11:50:03Z,"Hier der Artikel von Markus Fiedler, den ich im Jahresrückblick erwähnt hatte:

""Absichtliche Täuschung der Öffentlichkeit durch eine Konsensstudie von Cook et al. Ein weiterer Sündenfall der Medien und der Wissenschaften.

Ein Gastbeitrag von Markus Fiedler

Kurzzusammenfassung („Abstract“)
„97 Prozent der Klimawissenschaftler sind sich einig, dass der Klimawandel im Wesentlichen menschengemacht ist.“ So in etwa lautet das Ergebnis der Studie des Kognitionspsychologen John Cook von 2013. (1) Die Studie verschleiert aber gezielt die tatsächliche Datenbasis und gibt eine irreführende Zusammenfassung der Ergebnisse. Was aus der Studie in den Mainstreammedien gemacht wurde und immer noch wird, sind Betrug und absichtliche Täuschungen der Öffentlichkeit.

Die Täuschungen finden auf verschiedenen Ebenen statt. Das lässt sich problemlos beweisen, in dem man sich die Rohdaten der genannten Studie anschaut. Das Endergebnis lautet: Diese angeblichen 97% Zustimmung hat es nie gegeben.""

https://www.anti-spiegel.ru/2020/klimawandel-die-97-einigkeit-unter-wissenschaftlern-die-es-nie-gegeben-hat/",3.3333333333333335,4.333333333333333,1.3333333333333333,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665
wirsindvielmehr,2672,2020-01-02T17:42:55Z,"Der nordrhein-westfälische Ministerpräsident Laschet fordert für das neue Jahr eine Renaissance der Debattenkultur in Deutschland.

Andernfalls werde die Gesellschaft an den anstehenden großen Aufgaben zerbrechen, warnte Laschet in einem Gastbeitrag für die Wochenzeitung „Die Zeit“. Wer politischen Diskurs über die Energiewende oder den Umbruch der Auto-Industrie mit Folgen für Zehntausende Familien als Konfrontation eskaliere, der spiele den Spaltern in die Hände. 
⬆️⬆️⬆️⬆️⬆️⬆️⬆️⬆️⬆️

Positiv: Sie scheinen langsam verstanden zu haben, dass der derzeitige Regierungskurs nicht von der Mehrheit der Deutschen getragen wird.

Frage: Wer sind die Spalter? 🤔

♦️♦️♦️♦️♦️♦️♦️♦️♦️♦️
https://www.deutschlandfunk.de/nrw-ministerpraesident-armin-laschet-rechte-netzwerke.2849.de.html?drn:news_id=1086621",3,2,2.3333333333333335,1.6666666666666667,2.3333333333333335,2,2
expresszeitung,2778,2020-01-03T11:02:01Z,"„Generieren“ von “Wunschpublikum“

""Zufälle gibt´s, die gibt´s gar nicht: Das Publikum in der Lanz-Sendung mit Hans-Georg Maaßen am 17. Dezember war derart stramm auf der Linie des Moderators, dass es die Aussagen des Ex-Verfassungsschutzpräsidents fast durchwegs mit eiskaltem Schweigen quittierte - dafür aber immer wieder lautstark klatschte, wenn es gegen den Konservativen ging. [...]

Was der Leser fand, ist mehr als erstaunlich: Diskret in dem Bereich, den man im Schriftlichen das „Kleingedruckte"" nennen würde, ist auf einer Internetseite der „Fernsehmacher“ zu sehen, was sie neben „Lanz“ fürs ZDF noch anzubieten haben: „Zuschauerkoordination“. Allein schon dieser Begriff in der Überschrift macht neugierig.

Darunter ist dann konkret beschrieben, worum es bei dieser „Zuschauerkoordination“ geht""... (jg)

Hier den hochspannenden Artikel weiterlesen: 

https://www.reitschuster.de/post/zuschauermarketing",3.6666666666666665,4,1.6666666666666667,2.3333333333333335,3.6666666666666665,2,3
schrangtv,642,2020-01-03T13:47:52Z,"Teil 2"".Jüngste Forschungen gehen sogar davon aus, dass der Prozentsatz noch geringer ist und bei etwa 10 Prozent liegt. Dies bedeutet, um eine Meinung oder ein neues Paradigma zu etablieren, reicht eine verhältnismäßig kleine Gruppe von Menschen aus. Diese wird auch als sogenannte „kritische Masse“ bezeichnet.

Besser kann man sich das anhand der Vorgänge vorstellen, die in einem Gartenteich ablaufen. Dort existieren nämlich drei Arten von Mikroben. Zum einen solche, die für lebensfreundliche Bedingungen im Teich sorgen und zum anderen gibt es Mikroben, die für das Kippen des Teiches zuständig sind. Ganz entscheidend bei diesem Prozess sind die sogenannten opportunistischen (Mitläufer-) Mikroben.

Diese passen sich nämlich immer der stärksten kleinen Gruppe an. Also entweder den lebensfreundlichen oder den lebensfeindlichen Mikroben. Wem sie hinterherlaufen, entscheidet darüber, ob der Teich kippt oder das Leben im Teich gedeiht und blüht.

Diesen „Mitläufern“ ist es sozusagen egal, ob sie ihr Leben als negative oder positive Kraft einbringen. Das brisante daran: Die opportunistischen Mikroben entsprechen etwa 80 Prozent der Gesamtpopulation. Daraus ergibt sich, dass die lebensfreundlichen und lebensfeindlichen Mikroben in etwa 10 Prozent entsprechen. Dieser geringe Prozentsatz reicht aus, um das ganze System zum Kippen zu bringen. Bezogen auf uns Menschen bedeutet dies, dass manchmal nur eine Stimme mehr genügt, um den Kipppunkt zu erreichen und einen gesellschaftlichen Umschwung einzuleiten.

Copyright Heiko Schrang, Auszug aus dem Buch „ Im Zeichen der Wahrheit „ im Macht-steuert-Wissen Verlag. Im Shop erhältlich: https://www.schrang.de/de/buecher-und-mehr/im-zeichen-der-wahrheit-9915060/",3.4,3.6,1.2,3.2,4,2.6,3.2
oliverjanich,19618,2020-01-03T15:15:00Z,"„Nach derzeitigem Stand der Ermittlungen sei dem Schwerverletzten sowie zwei seiner Kollegen der Helm vom Kopf gerissen worden, sagte Schulz. Durch die massiven Einwirkungen sei der Tod des 38-Jährigen billigend in Kauf genommen worden. Laut Staatsanwaltschaft liegen niedere Beweggründe vor, der Mann sei attackiert worden, weil er Polizist ist. Deswegen werde wegen versuchten Mordes ermittelt.

Nach seiner Operation am Neujahrstag liegt der schwer verletzte Polizist weiterhin im Krankenhaus. Zur exakten Schwere der Verletzungen wollte sich der Sprecher nicht äußern. (…)

Die Polizei in Leipzig wandte sich gegen einen Zeitungsbericht, wonach der nach den Ausschreitungen in der Silvesternacht ins Krankenhaus eingelieferte Beamte möglicherweise keine schwere Verletzung erlitten haben soll. Der Beamte sei „schwer verletzt“ und habe „dringlich operiert“ werden müssen, sagte ein Polizeisprecher in der Nacht zum Freitag der Nachrichtenagentur AFP.“

https://www.welt.de/vermischtes/article204727838/Krawalle-in-Leipzig-Der-Mann-wurde-attackiert-weil-er-Polizist-ist.html",2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1,1.6666666666666667
wir_sind_viel_mehr,6463,2020-01-04T22:26:52Z,"1) Gebetsmühlenartig immer und überall wiederholen, dass der deutsche Staat seit 100 Jahren handlungsunfähig ist.

""Man muss das Wahre immer wiederholen, weil auch der Irrtum um uns her immer wieder gepredigt wird und zwar nicht von Einzelnen, sondern von der Masse, in Zeitungen und Enzyklopädien, auf Schulen und Universitäten. Überall ist der Irrtum obenauf, und es ist ihm wohl und behaglich im Gefühl der Majorität, die auf seiner Seite ist."" - Goethe zu Eckermann

2) Gebetsmühlenartig wiederholen, wie die Handlungsfähigkeit des deutschen Staates wiederherzustellen ist.

2a) Gebetsmühlenartig wiederholen, dass vor dem Recht die Pflicht kommt.

2b) Gebetsmühlenartig wiederholen, wie wichtig der Nachweis der Abstammung ist.

3) Die Deutschen sammeln, die verstanden haben, wie die Handlungsfähigkeit des deutschen Staates wiederherzustellen ist und die bereit sind, dafür ihre Pflicht zu tun und Verantwortung zu übernehmen.

4) Mit den Deutschen aus 3) eine Handlungsanleitung auf Basis der gütligen Gesetze entwickeln, um die Deutschen, die sich noch in Hypnose befinden oder an Stockholm Syndrom im Endstadium leiden, sicher nach Hause zu bringen.",4.666666666666667,4.666666666666667,3,4.333333333333333,4,4,4.666666666666667
evahermanoffiziell,3454,2020-01-05T03:26:25Z,"""Neuwertige deutsche VW-Dieselautos in den USA, die aufgrund des sogenannten Abgasskandals vier Jahre lang nicht verkauft werden konnten, werden nun ab sofort zu Schleuderpreisen, zu einem Drittel unter dem ursprünglichen Verkaufswert, als Gebrauchtwagen verkauft! Diese gehen bei den amerikanischen Verbrauchern weg wie warme Semmeln. 9.000 Dieselautos sollen nun jeden Monat auf den Markt gebracht werden, und bis zum Sommer 2020 will VW die Lager geleert haben.

Die beanstandete Abgassoftware wurde von VW reguliert, und alle Schäden, die durch das lange Stehen auf provisorischen Stellflächen entstanden sind wie etwa poröse Reifen, werden ebenfalls umgehend auf VW-Kosten behoben. Das ist ein riesiges Minusgeschäft für VW, denn der Konzern musste in den USA den Rückkauf aller betroffenen VW, Porsche und Audi zusagen, was 394.000 Kunden in Anspruch nahmen.

Fast die Hälfte der neuwertigen Wagen landete wider jede Vernunft auf dem Schrottplatz, und ein erheblicher Teil wurde angeblich zerstört nur wegen der fehlerhaften Software. Wer’s glaubt! Jedenfalls hat der VW-Konzern die Strafzahlungen in Höhe von einer Milliarde Euro, verhängt von einem deutschen Gericht in einem ersten Verfahren, akzeptiert! Das ist aber nur ein Bruchteil der Strafe von insgesamt 25 Milliarden US-Dollar, die VW in den USA bereits als Strafe akzeptiert hat.""",3.2,2.8,2.2,2,1.8,1.6,2
uncutnewsschweiz,2731,2020-01-06T07:10:37Z,"unglaublich wie geschickt die Zions das immer wieder hin bekommen - die IRANER bezahlen für die Ermordung von Mr. TRUMP - wohl durch US-Kopfgeldjäger und schon haben sie den Krieg mit dem IRAN vor der US-Bevölkerung legidimiert und werden sich wohl wieder einieg Frumpfanatiker bei der KabalenSöldnerUS-Army einschreiben lassen um in den Krieg zu ziehen ..... siehe 9.11 das war auch so ein """"Trick"""" der Kabale um SÖLDNER zu rekrutieren .... GOOD BY Mr. Trump - Auftrag ausgeführt und zum Abschuß freigegeben WWG1WGA bekommt da eine ganz neue Bedeutung 😂",4.333333333333333,5,4,4.666666666666667,4,5,5
